name,subType,budgetType,project,plan,department,division,page,value,id
"(4) เครื่องวิเคราะห์หาปริมาณไนโตรเจนและโปรตีน
แขวงถนนนครไชยศรี เขตดุสิต กรุงเทพมหานคร 1 เครื่อง
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,1305400,1_111_56
"2.1.1.3 ครุภัณฑ์อื่น ๆ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,24981400,1_111_57
"(1) โครงการปรับปรุงและเปลี่ยนทดแทนอุปกรณ์ระบบมาตรวัด
และระบบคอมพิวเตอร์สื่อสารทางไกลฯ (Renovate
Beverage Tax Meter Online) แขวงถนนนครไชยศรี
เขตดุสิต กรุงเทพมหานคร 1 โครงการ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,24981400,1_111_58
"2.1.2 ค่าที่ดินและสิ่งก่อสร้าง
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,54553500,1_111_59
"2.1.2.1 ค่าก่อสร้างอาคารที่พักอาศัยและสิ่งก่อสร้างประกอบ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,17638400,1_111_60
"(1) โครงการก่อสร้างอาคารชุดพักอาศัยข้าราชการสำนักงาน
สรรพสามิตพื้นที่ภูเก็ต ตำบลตลาดใหญ่ อำเภอเมืองภูเก็ต
จังหวัดภูเก็ต 1 โครงการ
ข ข
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,17638400,1_111_61
"วงเงินทั้งสิ้น
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,22048000,1_111_62
"ปี 2563 ตั้งงบประมาณ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,4409600,1_111_63
"ปี 2564 ตั้งงบประมาณ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,17638400,1_111_64
"2.1.2.2 ค่าก่อสร้างอาคารที่ทำการและสิ่งก่อสร้างประกอบ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,36915100,1_111_65
"(1) โครงการก่อสร้างอาคารสำนักงานสรรพสามิตพื้นที่น่าน
พร้อมสิ่งปลูกสร้างอื่นและระบบสาธารณูปโภค ตำบลฝายแก้ว
อำเภอภูเพียง จังหวัดน่าน 1 โครงการ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,23288400,1_111_66
"วงเงินทั้งสิ้น
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,29110600,1_111_67
"ปี 2563 ตั้งงบประมาณ
บ บ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,5822200,1_111_68
"ปี 2564 ตั้งงบประมาณ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,23288400,1_111_69
"(2) โครงการก่อสร้างอาคารสำนักงานสรรพสามิตพื้นที่อุดรธานี
สาขาบ้านผือ พร้อมสิ่งปลูกสร้างอื่นและระบบสาธารณูปโภค
ตำบลหายโศก อำเภอบ้านผือ จังหวัดอุดรธานี 1 โครงการ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,13626700,1_111_70
"วงเงินทั้งสิ้น
บ บ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,17033400,1_111_71
"ปี 2563 ตั้งงบประมาณ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,3406700,1_111_72
"ปี 2564 ตั้งงบประมาณ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,13626700,1_111_73
3. งบเงินอุดหนุน,รวม,รวม,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,10000000,1_111_74
3.1 เงินอุดหนุนทั่วไป,3.1 เงินอุดหนุนทั่วไป,3. งบเงินอุดหนุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,10000000,1_111_75
"1) เงินอุดหนุนสำหรับค่าสินบนและเงินรางวัลสุรา ยาสูบ
ไฟ
แสตมป์สรรพสามิตและ พ.ร.บ. ภาษีสรรพสามิต พ.ศ. 2527
",3.1 เงินอุดหนุนทั่วไป,3. งบเงินอุดหนุน,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,10000000,1_111_76
4. งบรายจ่ายอื่น,รวม,รวม,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,386209400,1_111_77
"1) ค่าครุภัณฑ์
",รวม,4. งบรายจ่ายอื่น,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,82683400,1_111_78
"(1) โครงการเพิ่มประสิทธิภาพปฏิบัติภารกิจการป้องกันและ
ปราบปรามการกระทำความผิดเกี่ยวกับปิโตรเลียม
",รวม,4. งบรายจ่ายอื่น,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,82683400,1_111_79
"(1.1) ครุภัณฑ์ยานพาหนะและขนส่งที่มีราคาต่อหน่วยต่ำกว่า 1 ล้านบาท
รวม 1 รายการ (รวม 3 หน่วย)
(
",รวม,4. งบรายจ่ายอื่น,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,164100,1_111_80
"12) เรือตรวจการณ์ ขนาดความยาวไม่น้อยกว่า 30 ฟุต
ตำบลบางด้วน อำเภอเมืองสมุทรปราการ
จังหวัดสมุทรปราการ 3 ลำ
",รวม,4. งบรายจ่ายอื่น,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,16500000,1_111_81
"(1.3) ค่าซ่อมแซมเรือตรวจการณ์ศุลกากรเพื่อใช้ในการป้องกัน
และปราบปรามการกระทำผิดเกี่ยวกับปิโตรเลียมทางทะเล
แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 16 ลำ
",รวม,4. งบรายจ่ายอื่น,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,66019300,1_111_82
"2) ค่าใช้จ่ายในการป้องกันและปราบปรามการกระทำความผิด
เกี่ยวกับปิโตรเลียม
",รวม,4. งบรายจ่ายอื่น,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,195000000,1_111_83
"3) ค่าใช้จ่ายในการจัดพิมพ์แสตมป์สรรพสามิต
",รวม,4. งบรายจ่ายอื่น,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,90000000,1_111_84
"4) ค่าเช่ารถยนต์สำหรับใช้ในการป้องกันและปราบปรามการกระทำ
ความผิดเกี่ยวกับปิโตรเลียม 90 คัน
",รวม,4. งบรายจ่ายอื่น,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,18526000,1_111_85
"วงเงินทั้งสิ้น
",รวม,4. งบรายจ่ายอื่น,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,83367000,1_111_86
"ปี 2563 ตั้งงบประมาณ
บ
",รวม,4. งบรายจ่ายอื่น,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,9263000,1_111_87
"ปี 2564 ตั้งงบประมาณ
",รวม,4. งบรายจ่ายอื่น,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,18526000,1_111_88
"ปี 2565 ผูกพันงบประมาณ
",รวม,4. งบรายจ่ายอื่น,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,18526000,1_111_89
"ปี 2566 ผูกพันงบประมาณ
",รวม,4. งบรายจ่ายอื่น,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,18526000,1_111_90
"ปี 2567 ผูกพันงบประมาณ
",รวม,4. งบรายจ่ายอื่น,"ผลผลิต : การจัดเก็บภาษีสรรพสามิต
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรสามิต,111,18526000,1_111_91
"รายการบุคลากรภาครัฐ
",รวม,รวม,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,7537769400,1_119_0
"เงินนอกงบประมาณ
",รวม,รวม,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,37000000,1_119_1
1. งบบุคลากร,รวม,รวม,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,7463688000,1_119_2
1.1 เงินเดือนและค่าจ้างประจำ,1.1 เงินเดือนและค่าจ้างประจำ,1. งบบุคลากร,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,7373935600,1_119_3
"1.1.1 เงินเดือน
",1.1 เงินเดือนและค่าจ้างประจำ,1. งบบุคลากร,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,7052338800,1_119_4
"1.1.2 ค่าจ้างประจำ
",1.1 เงินเดือนและค่าจ้างประจำ,1. งบบุคลากร,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,321596800,1_119_5
1.2 ค่าตอบแทนพนักงานราชการ,1.2 ค่าตอบแทนพนักงานราชการ,1. งบบุคลากร,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,89752400,1_119_6
2. งบดำเนินงาน,รวม,รวม,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,74081400,1_119_7
เงินนอกงบประมาณ,รวม,รวม,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,37000000,1_119_8
2.1 ค่าตอบแทน ใช้สอยและวัสดุ,2.1 ค่าตอบแทน ใช้สอยและวัสดุ,2. งบดำเนินงาน,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,74081400,1_119_9
เงินนอกงบประมาณ,2.1 ค่าตอบแทน ใช้สอยและวัสดุ,2. งบดำเนินงาน,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,37000000,1_119_10
"(1) ค่าเช่าบ้าน
",2.1 ค่าตอบแทน ใช้สอยและวัสดุ,2. งบดำเนินงาน,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,67581400,1_119_11
"(2) เงินตอบแทนพิเศษรายเดือนในเขตพื้นที่จังหวัดชายแดนภาคใต้
",2.1 ค่าตอบแทน ใช้สอยและวัสดุ,2. งบดำเนินงาน,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,2088000,1_119_12
"เงินนอกงบประมาณ
",2.1 ค่าตอบแทน ใช้สอยและวัสดุ,2. งบดำเนินงาน,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,2000000,1_119_13
"(3) เงินสมทบกองทุนประกันสังคม
",2.1 ค่าตอบแทน ใช้สอยและวัสดุ,2. งบดำเนินงาน,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,4189500,1_119_14
"เงินนอกงบประมาณ
",2.1 ค่าตอบแทน ใช้สอยและวัสดุ,2. งบดำเนินงาน,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,30000000,1_119_15
"(4) เงินสมทบกองทุนทดแทน
",2.1 ค่าตอบแทน ใช้สอยและวัสดุ,2. งบดำเนินงาน,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,222500,1_119_16
"เงินนอกงบประมาณ
",2.1 ค่าตอบแทน ใช้สอยและวัสดุ,2. งบดำเนินงาน,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,119,5000000,1_119_17
"ผลผลิต : การจัดเก็บภาษีสรรพากร
",รวม,รวม,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,2593060500,1_124_0
"เงินนอกงบประมาณ
",รวม,รวม,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,1221000000,1_124_1
1. งบดำเนินงาน,รวม,รวม,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,1825296800,1_124_2
เงินนอกงบประมาณ,รวม,รวม,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,1221000000,1_124_3
1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,1281959800,1_124_4
เงินนอกงบประมาณ,1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,1161000000,1_124_5
"(1) ค่าตอบแทนผู้ปฏิบัติงานให้ราชการ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,1760000,1_124_6
"(2) ค่าเบี้ยประชุมกรรมการ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,100000,1_124_7
"(3) ค่าตอบแทนเหมาจ่าย
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,16414600,1_124_8
"เงินนอกงบประมาณ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,150000000,1_124_9
"(4) ค่าตอบแทนเหมาจ่ายแทนการจัดหารถประจำตำแหน่ง
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,3508800,1_124_10
"(5) ค่าตอบแทนการปฏิบัติงานนอกเวลาราชการ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,8240000,1_124_11
"เงินนอกงบประมาณ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,180000000,1_124_12
"(6) ค่าเบี้ยเลี้ยง ค่าเช่าที่พักและค่าพาหนะ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,5356800,1_124_13
"เงินนอกงบประมาณ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,20000000,1_124_14
"(7) ค่าซ่อมแซมยานพาหนะและขนส่ง
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,3636800,1_124_15
"เงินนอกงบประมาณ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,20000000,1_124_16
"(8) ค่าซ่อมแซมครุภัณฑ์
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,700000,1_124_17
"(9) ค่าซ่อมแซมสิ่งก่อสร้าง
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,1000000,1_124_18
"เงินนอกงบประมาณ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,40000000,1_124_19
"(10) ค่าเช่าทรัพย์สิน
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,531684000,1_124_20
"เงินนอกงบประมาณ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การจัดเก็บภาษีสรรพากร
","7.2 แผนงานยุทธศาสตร์พัฒนาบริการประชาชนและการพัฒนาประสิทธิภาพภาครัฐ
",กระทรวงการคลัง,กรมสรรพากร,124,30000000,1_124_21
